Partner Name|Status of partner|Line Partner|Partner Email|Phone Number|Vehicles Given|Capacity of Smallest Vehicle Given|Capacity of Biggest Vehicle Given|Depot 1 Name|Depot 1 Street|Depot 1 ZIP|Depot 1 City|Depot 1 Country|Depot 1 Latitude|Depot 1 Longitude|Depot 2 Name|Depot 2 Street|Depot 2 ZIP|Depot 2 City|Depot 2 Country|Depot 2 Latitude|Depot 2 Longitude|Depot 3 Name|Depot 3 Street|Depot 3 ZIP|Depot 3 City|Depot 3 Country|Depot 3 Latitude|Depot 3 Longitude|Depot 4 Name|Depot 4 Street|Depot 4 ZIP|Depot 4 City|Depot 4 Country|Depot 4 Latitude|Depot 4 Longitude|
Alsace Tourisme|CHARTER_PARTNER|Yes|helene@alsacetourisme.com|+33 (0) 3 89 68 33 21|4|49|57|Bartenheim||||France|47.634711|7.473485|||||||||||||||||||||
Les Cars de la Vallée|CHARTER_PARTNER|Yes|cars-de-la-vallee@wanadoo.fr|+33 (0) 4 77 75 14 85|7|19|57|Lorette||||France|45.507594|4.5723743|||||||||||||||||||||
S.N.V.A Europe Autocars / Chambéry|CHARTER_PARTNER|Yes|alexandre@allvoyages.com|+33 4 76 97 50 35|40|7|65|Chambéry||||France|45.5822742|5.8713339|||||||||||||||||||||
Richou|CHARTER_PARTNER|Yes|anthony.pineau@richou.fr|+33 (0) 2 41 65 78 97|40|19|69|Nantes||||France|47.2383172|-1.6310054|Cholet||||France|47.0359346|-0.9449885||||||||||||||
Autocars Faure / Ussel|CHARTER_PARTNER|Yes|faure.autocars@wanadoo.fr|+33 5 55 26 58 06|10|22|64|Ussel|Impasse du Grand Puy|19200|Ussel|France|45.5538429|2.2239239|||||||||||||||||||||
Just|CHARTER_PARTNER|Yes|nicolas@voyagesjust.com|+33 (0) 4 77 39 92 51|7|44|53|Saint-Étienne||||France|45.4242091|4.3506149|||||||||||||||||||||
Nénot Intertourisme|CHARTER_PARTNER|Yes|contact@nenot-tourisme.fr|+33 (0) 4 73 26 97 75|26|21|61|Clermont-Ferrand||||France|45.787119|3.0777065|||||||||||||||||||||
Autocars Pays de Savoie|CHARTER_PARTNER|Yes|commercial@autocarspaysdesavoie.fr|+33 (0) 4 50 97 57 12|26|21|61|Paris||||France|48.8589507|2.22|La Roche sur Foron||||France|46.0461777|6.265143||||||||||||||
"CARS DELTOUR (Groupe Cars Delgrange, Flandria Cars et ID Voyages) / Lens|CHARTER_PARTNER|Yes|autocars@delgrangevoyages.com|+33 3 28 65 89 08|130|8|67|Lens||||France|50.4395753|2.7840506|||||||||||||||||||||"
Transarc|CHARTER_PARTNER|Yes|commercial@transarc.fr|+33 (0) 3 84 86 07 77|10|55|63|Transarc Joigny|||Joigny|France|49.5153628|5.7528079|Transarc Credoz||||France|46.692369|5.5551047|Dijon||||France|47.331976|4.962181|Transarc||||France|48.3370735|7.3187735
FH Tourisme|CHARTER_PARTNER|Yes|contact@autocars-fh.fr|+33 (0) 1 30 53 70 26|3|35|57|Chatou||||France|48.896435|2.1324856|Paris||||France|48.8589507|2.2||||||||||||||
Voyages Morio|CHARTER_PARTNER|Yes|contact@voyages-morio.com|+33 (0) 2 97 66 77 15|24|18|63|Vannes||||France|47.6577149|-2.7834929|||||||||||||||||||||
Autocars Trans Azur|CHARTER_PARTNER|Yes|trans-azur@wanadoo.fr|+33 (0) 4 90 53 06 79|15|22|59|Salon de Provence||||France|43.6433919|4.9789919|||||||||||||||||||||
Voyages Ricouard|CHARTER_PARTNER|Yes|ricouard.transports@wanadoo.fr|+33 (0) 2 98 96 82 05|12|19|83|Quimper||||France|47.9982212|-4.1672502|Quimperlé||||France|47.8558598|-3.5936164||||||||||||||
Azur Evasion|CHARTER_PARTNER|Yes|info@azur-evasion.com|+330484268490|18|8|61|Azur Evasion|Boulevard de Saint Marcel|13011|Marseille|France|43.2889291|5.4547286|||||||||||||||||||||
Cars Zarrouki|CHARTER_PARTNER|Yes|carszarrouki@gmail.com|+ 33 (0) 1 47 99 80 40|3|51|61|Genevilliers||||France|48.9314903|2.2704621|||||||||||||||||||||
Caliba Viaggi|CHARTER_PARTNER|Yes|info@caliba.it|+39 3355985288|8|19|55|Vicenza|SS. Marosticana|36031|Vicenza|Italy|45.614532|11.565826|||||||||||||||||||||
Voyages Seyfritz|CHARTER_PARTNER|Yes|info@voyages-seyfritz.fr|+33 (0) 3 88 95 03 04|8|7|61|Obernai||||France|48.4541731|7.4467541|||||||||||||||||||||
Voyages Francotte|CHARTER_PARTNER|Yes|autocars.francotte@wanadoo.fr|+33 (0) 3 24 41 81 46|10|37|81|Vireux Wallerna||||France|50.0565183|4.7160901|||||||||||||||||||||
Autolinee Nuova Benese S.r.l.|CHARTER_PARTNER|Yes|bianco.preventivi@benese.it|+39 0171 692929|15|20|72|Cuneo|Via F.Cavallotti|12100|Cuneo|Italy|44.389472|7.53982|||||||||||||||||||||
Walter Wolf Omnibusunternehmen & Reisebüro|CHARTER_PARTNER_CANDIDATE|No|info@bus-wolf.de|+49 9733 / 81 06-0|0|0|0|Zentrale|Meininger Strasse|97702|Münnerstadt|Germany|50.25686|10.1974913|||||||||||||||||||||
Busreisen Haschick GbR|CHARTER_PARTNER|No|info@busreisen-haschick.de|01725483251|3|45|55|Zentrale|Hundshüblerstraße|08289|Schneeberg|Germany|50.60609|12.6328713|||||||||||||||||||||
Josy Schwanger SAS|CHARTER_PARTNER|Yes|sebastien@josy-tourisme.fr|+33388970170|80|8|80|Russ|Zone artisanale|||France|48.6049819|6.8021786|||||||||||||||||||||
DS Touristik GmbH|CHARTER_PARTNER_CANDIDATE|No|info@ds-touristik.de|03575230274|1|46|46|Zentrale|Dresdener Straße|01945|Ruhland|Germany|51.45831|13.8638013|||||||||||||||||||||
Autolinee Giuliano s.a.s di Giuliano Renato &C.|CHARTER_PARTNER|Yes|salvatore@giulianobus.com|+39 0974 836185|7|55|55|Sessa Cilento (SA)|Via Roma|84074|Sessa Cilento (SA)|Italy|40.258944|15.075064|||||||||||||||||||||
Flybus|CHARTER_PARTNER|Yes|mattioli@cortinaexpress.it|+39 0436 867350|0|0|0|Cortina d’Ampezzo|Largo Poste|32043|Cortina d’Ampezzo (Belluno)|Italy|46.538171|12.138064|||||||||||||||||||||
SAV Autolinee|CHARTER_PARTNER|Yes|rudy@savgroup.it|+390171938143|21|28|82|Villafalletto|Via Beni Comunali|12020|Villafalletto (Cuneo)|Italy|44.551793|7.542691|||||||||||||||||||||
Saeg Noleggio (Bus Company)|CHARTER_PARTNER|Yes|enrica.dellacroce@buscompany.it|+390119800000|0|0|0|Villafranca Piemonte|Via Vigone|10068|Villafranca Piemonte (Torino)|Italy|44.787539|7.50744|||||||||||||||||||||
SAR (Consorzio CR BUS)|CHARTER_PARTNER|Yes|sar.ranchio@libero.it|+390547318259|100|4|86|Ranchio di Sarsina (FC)|piazza del mercato|47027|Ranchio di Sarsina (FC)|Italy|43.970181|12.077183|||||||||||||||||||||
Barzi Service|CHARTER_PARTNER|Yes|info@barziservice.com|+39 0422 686083|10|20|62|Treviso|Via San Marco|31030|Candelù di Maserada (TV)|Italy|45.732268|12.375664|||||||||||||||||||||
SAPS s.r.l.|CHARTER_PARTNER|Yes|f.biscotti@acapt.it|+3908826438111|3|50|58|Apricena (FG)|Via SS. –|71011|Apricena (Foggia)|Italy|41.757255|15.424923|Sap Viaggi|Via SS. 89 Km 9|71011|Apricena (FG)|Italy|45.0518249|11.779291100000023||||||||||||||
SIT (Società Italiana Trasporti)|CHARTER_PARTNER|Yes|clara.fraticelli@sitbus.com|+39 06 5916826|7|55|74|Roma|Via Ostiense|00144|Roma|Italy|41.841948|12.466672|||||||||||||||||||||
BMC BUS|CHARTER_PARTNER|Yes|info@bmcbus.it|+39 0172 425167|7|25|72|Pocapaglia|Via Cravere|12060|Pocapaglia (CN)|Italy|44.6983|7.75|||||||||||||||||||||
Michielotto Autoservizi|CHARTER_PARTNER|Yes|commerciale@michielottoautoservizi.it|+39 049 8096288|25|15|75|Michielotto Autoservizi|Via Cristoforo Colombo|35010|Vigonza|Italy|45.4549327|11.9711571|Vigonza (PD)|Via Colombo|35010|VIGONZA (PD)|Italy|45.47|11.7||||||||||||||
TROIANI|CHARTER_PARTNER|Yes|f.perfetti@autoservizitroiani.it|+39 07 44 61 281|35|0|0|Roma|Via di Tor Cervara|00155|Roma|Italy|41.909733|12.588395|Terni (TR)|Via del Sersimone|05100|Terni (TR)|Italy|42.570721|12.62419||||||||||||||
Arzilli Bus s.r.l.|CHARTER_PARTNER|Yes|info@arzillibus.it|+39 0564 21008|18|19|55|Grosseto|Via Giuseppe Verdi|58100|Grosseto|Italy|42.75834|11.112689|||||||||||||||||||||
Autoservizi Guizzetti s.r.l.|CHARTER_PARTNER|Yes|info@autoserviziguizzetti.com|+39 035 982277|12|19|63|ANDORA (SV)|VIA CAVOUR|17051|ANDORA (SV)|Italy|43.949765|8.141295|SOVERE (BERGAMO)|VIA MARCONI|24060|SOVERE (BERGAMO)|Italy|45.822947|10.027229||||||||||||||
Dahmetal J.Rudolf & Sohn GmbH & Co.KG|CHARTER_PARTNER_CANDIDATE|No|welcome@dahmetal.de|04501 – 8 20 30|4|0|57|Zentrale|Schmiedekoppel|23847|Kastorf|Germany|53.74965|10.5626413|||||||||||||||||||||
"Consorzio Vector One|CHARTER_PARTNER|Yes|info@vectorone.it|+390733866317|50|29|80|AUTOLINEE CROGNALETTI - Jesi (AN)|Via Staffolo|60035|Jesi (AN)|Italy|43.516822|13.233119|PORTESI AUTOSERVIZI SRL- Montegiorgio (AP)|VIa Rossini|63025|Montegiorgio (AP)|Italy|43.124692|13.538517|STEAT SPA - Fermo (FM)|Via Giovanni da Palestrina|63900|Fermo (FM)|Italy|43.169215|13.73023|AUTOLINEE S.A.S.P. srl - San Ginesio (MC)|Via Picena, ,|62026|San Ginesio (MC)|Italy|43.118506|13.37387"
SAC srl|CHARTER_PARTNER|Yes|direzione@viaggisac.com|+39 0172 411611|0|0|0|BRA (CN)|Strada Falchetto -|12042|BRA (CN)|Italy|44.698126|7.834322|||||||||||||||||||||
Sulga srl|CHARTER_PARTNER|Yes|infocoach@umbriacoach.it|+390755009641|50|9|61|Perugia (PG)|Viale G. Perari|06125|Perugia (PG)|Italy|43.109652|12.362404|||||||||||||||||||||
SATA ARL|CHARTER_PARTNER|Yes|r.magoni@satabus.it|+39 06 4396392|23|17|56|Roma|Via di Portonaccio|00159|Roma|Italy|41.901755|12.537121|||||||||||||||||||||
Rosa' Autoservizi|CHARTER_PARTNER|Yes|commerciale@rosa-autoservizi.it|+39 0424 582055|12|25|83|Rosa' Vicenza|via Manzoni|36027|Rosa' Vicenza|Italy|45.720637|11.725048|||||||||||||||||||||
Bellando Tours S.r.l.|CHARTER_PARTNER|Yes|info@bellandotours.it|+39 0122 49848|20|22|82|Bussoleno (TO)|Via Susa|10053|Bussoleno (TO)|Italy|45.139342|7.129033|||||||||||||||||||||
STAV Vigevano SPA|CHARTER_PARTNER|Yes|gianni.sartorelli@stav.it|+39 0381 325195|0|0|0|Vigevano (PV)|Corso Milano|27029|Vigevano (PV)|Italy|45.332372|8.879951|||||||||||||||||||||
STAC - STAT|CHARTER_PARTNER|Yes|statturismo@statcasale.com|+39 0142 781660|0|0|0|Casale Monferrato (AL)|Via Pier Enrico Motta|15033|Casale Monferrato (AL)|Italy|45.121778|8.48084|||||||||||||||||||||
"Baranzelli Natur s.r.l.|CHARTER_PARTNER|Yes|preventivi@baranzelli.it|+39 0163 835222|28|20|84|Romagnaro Sesia (NO)|Via Novara,|28078|Romagnaro Sesia (NO)|Italy|45.61575|8.405343|||||||||||||||||||||"
Air Pullman Noleggio srl|CHARTER_PARTNER|Yes|noleggi@airpullman.com|+390331258405|17|8|61|Somma Lombardo (VA)|Via Giuseppe Giusti|21019|Somma Lombardo (VA)|Italy|45.667916|8.704763|||||||||||||||||||||
Gelosobus|CHARTER_PARTNER|Yes|noleggio@gelosobus.it|+39 0141 823213|9|19|63|Canelli (AT)|Via Giuseppe Contratto|14053|Canelli (AT)|Italy|44.73159|8.306112|||||||||||||||||||||
H.J.K. Reisen|CHARTER_PARTNER_CANDIDATE|No|info@hjkreisen.de|0421 60 64 51|3|25|49|Zentrale|Ermlandstr.|28777|Bremen|Germany|53.19465|8.5571413|||||||||||||||||||||
Schack Touristik GmbH & Co. KG|CHARTER_PARTNER|Yes|info@schack-touristik.de|+49663196990|26|16|78|Schack-Touristik Depot 2|Heinrich-Hopf-Str.|65936|Frankfurt|Germany|50.12905|8.5827613|Schack-Touristik Zentrale Depot 1|Ziegenhainer Straße|36304|Alsfeld|Germany|50.7684|9.2900013||||||||||||||
CIALONE Tour S.p.A.|CHARTER_PARTNER|Yes|info@cialonetour.it|+390775223555|24|24|55|Ferentino (FR)|Via Stazione|03013|Ferentino (FR)|Italy|41.66621|13.255231|||||||||||||||||||||
Autonoleggio Losio|CHARTER_PARTNER|Yes|info@autonoleggiolosio.it|+39 030 906172|18|29|80|Leno (BS)|Via Cattaneo|25024|Leno (BS)|Italy|45.361468|10.221474|||||||||||||||||||||
Autolinee Crognaletti|CHARTER_PARTNER|Yes|jesi@autolineecrognaletti.it|+390731200314|60|8|80|Jesi (AN)|Via Staffolo|60035|Jesi (AN)|Italy|43.516832|13.233115|||||||||||||||||||||
Cipriano Turismo|CHARTER_PARTNER|Yes|infocipriano@alice.it|+39 0824 832359|10|34|87|Montesarchio (BN)|Via Annunziata Vecchia|82016|Montesarchio (BN)|Italy|41.053331|14.629146|||||||||||||||||||||
Euro Travel 2004 s.r.l. di Paganelli|CHARTER_PARTNER|Yes|simonepaganelli@eurotravel2004.it|+390697657060|52|16|62|Roma|Via Pieve Torina|00156|Roma|Italy|41.93456|12.591283|||||||||||||||||||||
Polidori Autolinee Viaggi e Turismo|CHARTER_PARTNER|Yes|info@polidoriturismo.it|+390761820404|7|8|55|Montefiascone (VT)|S.s. Umbro Casentinese|01027|Montefiascone (VT)|Italy|42.649612|12.030679|||||||||||||||||||||
Buspunkt|CHARTER_PARTNER|Yes|info@buspunkt.net|04748/94900|4|48|78|Buspunkt|Kanalstraße|27616|Beverstedt|Germany|53.3904473|8.7147821|||||||||||||||||||||
Monza Viaggi srl|CHARTER_PARTNER|Yes|info@monzaviaggi.com|+39 039 322306|20|19|55|Monza (MI)|Via Passerini|20052|Monza (MI)|Italy|45.582228|9.27215|||||||||||||||||||||
DIBIASIBUS S.A.S. DI DIBIASI ELMAR & CO.|CHARTER_PARTNER|Yes|info@dibiasibus.it|+39 0471 881111|18|19|88|Cortaccia (BZ)|Via dell’Adige|39040|Cortaccia (BZ)|Italy|46.289876|11.234234|||||||||||||||||||||
Caputo Bus|CHARTER_PARTNER|Yes|info@caputobus.it|+39082736991|20|8|54|Conza della Campania (AV)|C/da Pescara|83040|Conza della Campania (AV)|Italy|40.874678|15.303008|||||||||||||||||||||
DeLux-Express GmbH|CHARTER_PARTNER|Yes|info@delux-express.de|0162-2700360|0|0|0|Trier|Gottbillstraße|54294|Trier|Germany|49.7272634|6.5981413|||||||||||||||||||||
Dr. Richard Linien GmbH & Co KG|CHARTER_PARTNER|Yes|bus@richard.at|0043133100347|70|8|84|Wien|Wildpretstraße|1110|Wien|Germany|48.2374869|16.3705082|||||||||||||||||||||
Held-Reisen|CHARTER_PARTNER|Yes|info@held-reisen.de|+495752927600|3|52|52|Hessisch Oldendorf|Riesenbergstraße|31840|Hessisch Oldendorf|Germany|52.21267|9.2915813|||||||||||||||||||||
K.D.E. Reisen GmbH|CHARTER_PARTNER|Yes|info@kde-reisen.de|+49407692220|12|16|82|Hamburg|Winsener Str.|21077|Hamburg|Germany|53.4295732|9.9800213|||||||||||||||||||||
Elka Reisen|EX_PARTNER|No|info@elka-reisen.de|02419972990|60|8|56|Aachen|Philipsstr|52068|Aachen|Germany|50.7729824|6.1278882|||||||||||||||||||||
KUKI Reisen - Inhaber B.Kiebert|CHARTER_PARTNER_CANDIDATE|No|post@kuki-reisen.de|+4933550080058|2|50|50|Zentrale|Karl-Marx-Straße|15230|Frankfurt (Oder)|Germany|52.3468857|14.5489766|||||||||||||||||||||
Bamberger Busreisen Krapp GmbH|CHARTER_PARTNER|Yes|info@krapp-reisen.de|+4995151930637|30|8|78|Büro|Eschenweg|96050|Bamberg|Germany|49.9063034|10.9387213|Depot 2|Kronacher Str.|96052|Bamberg|Germany|49.9206931|10.9029019||||||||||||||
Gruppo Iannucci|CHARTER_PARTNER|Yes|info@iannuccigroup.com|+390775919005|25|50|56|Ceprano (FR)|Via San Manno|03024|Ceprano (FR)|Italy|41.546985|13.506965|||||||||||||||||||||
Busreisen Pelmter GmbH|CHARTER_PARTNER_CANDIDATE|No|post@pelmter.com|+49 2153 3709|8|22|59|Zentrale|Landstraße|41334|Nettetal|Germany|51.3209285|6.283488|||||||||||||||||||||
International Tour s.a.s.|CHARTER_PARTNER|Yes|aldo.bonanni@hotmail.it|+390666418035|14|19|90|Roma|Via della Maglianella|00166|Roma|Italy|41.894824|12.377926|||||||||||||||||||||
Europa Viaggi di Ronci Antonio & C. s.n.c.|CHARTER_PARTNER|Yes|bus@ronciviaggi.it|+39 0773 546216|12|19|64|Cisterna di Latina (LT)|Via Palmiero Ianiri|04012|Cisterna di Latina (LT)|Italy|41.56291|12.850818|||||||||||||||||||||
V.I.T.A. S.p.A.|CHARTER_PARTNER|Yes|info@vitagroup.it|+39 012 5966546|21|19|94|V.I.T.A. group|v. Nazionale|11020|Aosta|Italy|45.6218212|7.776718|Arnad (AO)|Via Nazionale|11020|Arnad (AO)|Italy|45.639589|7.718946||||||||||||||
Tundo Vincenzo SpA|CHARTER_PARTNER|Yes|info@tundovincenzospa.it|+390836567165|0|0|0|Zollino (LE)|Via Madonna di Loreto|73010|Zollino (LE)|Italy|40.20278|18.243225|||||||||||||||||||||
Autolinee Sellitto s.r.l.|CHARTER_PARTNER|Yes|info@sellitto.com|+39082446304|9|22|63|PIETRASTORNINA (AV)|Via Ciardelli|83015|PIETRASTORNINA (AV)|Italy|41.006096|14.728923|||||||||||||||||||||
Petrolli Reisen GmbH & Co. KG|CHARTER_PARTNER|No|melinawinter@petrolli.de|07725 9165-36|20|8|78|Zentrale|Schramberger Straße|78078|Niedereschach-Fischbach|Germany|48.1572|8.4835313|||||||||||||||||||||
Reiseverkehr Puttrich GmbH|CHARTER_PARTNER|No|info@puttrich-reisen.com|03597581234|15|8|56|Zentrale|Max-Jacob-Str.|01848|Hohnstein|Germany|50.9773|14.1108213|||||||||||||||||||||
Otto Römer GmbH & Co.|CHARTER_PARTNER_CANDIDATE|No|anfrage@roemer-reisen.de|+497195 940137|6|36|63|Zentrale|Wagnerstraße|71364|Winnenden|Germany|48.87622|9.3959413|||||||||||||||||||||
Gebr. Maas GmbH & Co. KG|EX_PARTNER|No|christa.schneider@maas-reisen.de|+497433997214|11|44|70|Depot|Berliner Straße|72458|Albstadt|Germany|48.2049736|9.0384913|Zentrale|Rosenfelder Straße|72336|Balingen|Germany|48.2831456|8.8363439||||||||||||||
Busbetrieb Bettenbühl|CHARTER_PARTNER|No|mbettenbuehl@aol.com|+4961989203|4|23|51|Zentrale|Feldbergblick|65817|Eppstein - Bremthal|Germany|50.13929|8.3513113|Depot|Valterweg|65817|Eppstein|Germany|50.1395409|8.3447946||||||||||||||
Herburger Reisen GmbH|CHARTER_PARTNER_CANDIDATE|No|s.boehler@herburger-reisen.at|0043055722241512|8|30|74|Zentrale|Schwefel|6850|Dornbirn|Austria|47.4244662|9.7384004|||||||||||||||||||||
Busunternehmen Hans Jürgen Riebe E.K. (DUPLIKAT)|CHARTER_PARTNER|No|info@busunternehmen-riebe.de.|03 41 / 55 01 97 80|0|0|0||||||||||||||||||||||||||||
Hans Jürgen Riebe E.K.|CHARTER_PARTNER|No|leipzigbus@gmx.de|+4934155019780|53|8|65|Leipzig|Plautstrasse|04179|Leipzig|Germany|51.33633|12.2984313|||||||||||||||||||||
WESTREISEN - Theo Langen|CHARTER_PARTNER|No|ralflangen@westreisen-langen.de|+4917486908354924619317935|16|0|78|Zentrale|Helmholtzstraße|52428|Jülich|Germany|50.91492|6.3782113|||||||||||||||||||||
BN Busbetrieb Nieder GmbH|CHARTER_PARTNER|No|kontakt@nieder.berlin|+49 30 - 650 18 425|8|6|57|Berlin|Lobitzweg|12557|Berlin|Germany|52.43478|13.5840213|||||||||||||||||||||
Stanglmeier Touristik GmbH & Co. KG|CHARTER_PARTNER_CANDIDATE|No|bus@stanglmeier.de|087517090|15|8|78|Zentrale|Industriestr.|84048|Mainburg|Germany|48.6226861|11.7766453|||||||||||||||||||||
Monikas Busreisen|CHARTER_PARTNER_CANDIDATE|No|service-monika@t-online.de|0335 / 60 68 50 60|2|46|46|Frankfurt (Oder)|Rathenaustraße|15234|Frankfurt (Oder)|Germany|52.34707|14.4993313|||||||||||||||||||||
Royer|CHARTER_PARTNER|Yes|lstaub@royer-voyages.com|03 88 96 98 33|220|48|53|Herrlisheim||67850|Herrlisheim|France|48.741099|7.908537|||||||||||||||||||||
BRH ViaBus GmbH|CHARTER_PARTNER|No|reisen@viabus.de|+49 6232 6709-33|10|19|63|Zentrale|Heinkelstr.|67346|Speyer|Germany|49.31104|8.4499813|||||||||||||||||||||
Ludwig Tours|CHARTER_PARTNER_CANDIDATE|No|info@ludwig-tours.de|+4982911267|25|26|57|Depot|Holderweg|864471|Zusmarshausen|Germany|48.3973588|10.5983404|Zentrale|Augsburger Str.|86441|Zusmarshausen|Germany|48.3984844|10.5970413||||||||||||||
Cosepuri Soc. coop. p. a.|CHARTER_PARTNER|Yes|tamara.tomesani@cosepuri.it|+39051517070|100|16|62|Bologna|Via Augusto Pollastri|40138|Bologna|Italy|44.506084|11.420243|||||||||||||||||||||
Helmut Ziegelmeier Reisen GmbH & Co. KG|CHARTER_PARTNER_CANDIDATE|No|info@ziegelmeier-reisen.de|(08236) 2237|6|28|50|Depot|Industriestraße|86850|Fischach|Germany|48.29092|10.6670313|||||||||||||||||||||
HVB Wiest + Schürmann - Hechinger Verkehrsbetriebsgesellschaft mbH|CHARTER_PARTNER|No|reise@hvb-hechingen.de|+49747193500|7|32|63|Zentrale|Brunnenstraße|72379|Hechingen|Germany|48.36814|8.9615013|||||||||||||||||||||
STEWA Touristik|CHARTER_PARTNER_CANDIDATE|No|b.kotowska@stewa.de|06027 - 0972274|25|78|78|Stewa Zentrale|Lindigstraße|63801|Kleinostheim|Germany|49.687952|8.1728605|||||||||||||||||||||
Engel Touristik GmbH|CHARTER_PARTNER|No|bolte@engel-touristik.de|02535 8930|12|36|78|Engel Dep. 1|Haberkamp|48324|Sendenhorst|Germany|51.8694313|7.7403996|||||||||||||||||||||
Erreviaggi srl|CHARTER_PARTNER|Yes|amministrazione@erreviaggi.it|+39019518285|15|9|54|Cosseria (SV)|Località Ponteprino|17017|Cosseria (SV)|Italy|44.372135|8.274098|||||||||||||||||||||
MeinReisering Rosi Reisen GmbH|CHARTER_PARTNER|No|dispo@rosi-reisen.de|02365-88 88 88|20|15|78|Zentrale|Hülsbergstraße|45772|Marl|Germany|51.6705994|7.1518812|||||||||||||||||||||
Reisedienst Gumann GmbH|CHARTER_PARTNER_CANDIDATE|No|info@gumann.de|09192 215|7|8|51|Zentrale|Bayreuther Straße|91338|Igensdorf|Germany|49.62062|11.2337113|||||||||||||||||||||
WINK GmbH|CHARTER_PARTNER_CANDIDATE|No|info@winkreisen.de|+49671481896|30|2|82|Zentrale|Mainzer Strasse|55545|Bad Kreuznach|Germany|49.8569974|7.892309|Depot 2|Hauptstraße|55490|Gemünden|Germany|49.8969934|7.4807513||||||||||||||
Omnibuscenter LEO REISEN GmbH & Co. KG|CHARTER_PARTNER_CANDIDATE|No|leoreisen@freenet.de|0355542255|5|46|51|Zentrale|Am Telering|03051|Cottbus Gallinchen|Germany|51.701|14.3617513|||||||||||||||||||||
Flaegel Reisen|CHARTER_PARTNER_CANDIDATE|No|info@flaegel-reisen.de|03886 – 3233|0|0|0|Zentrale|Am Wasserwerk|19205|Gadebusch|Germany|53.6911924|11.1231038|||||||||||||||||||||
Heinrich Müller Inh. Uwe Müller Omnibus- Linien- Berufs- u. Ausflugsverkehr|CHARTER_PARTNER_CANDIDATE|No|muellers-reisen-auetal@t-online.de|05753 560|2|50|53|Zentrale|Welle|31749|Auetal-Rolfshagen|Germany|52.2310758|9.1569676|||||||||||||||||||||
Reisedienst Kühn|CHARTER_PARTNER_CANDIDATE|No|info@kuehn-reisedienst.de|+4950428433|2|24|50|Zentrale|Eimbeckhäuser Straße|31848|Bad Münder|Germany|52.2559428|9.4555289|||||||||||||||||||||
Regnault Autocars|CHARTER_PARTNER|Yes|commercial-autocar@partir-ensemble.fr|0033 3 26580052|4|20|57|Reims|||Reims|France|49.2535299|3.9850489|||||||||||||||||||||
Demellier Tourisme|CHARTER_PARTNER|Yes|service.administratif@demellier-tourisme.fr|+33549592979|10|8|65|Fontaine le Comte|||Le Fontaine le Comte|France|46.5571371|0.312372|Poitiers|||Poitiers|France|46.2984047|0.2152589||||||||||||||
Var Voyages Service|CHARTER_PARTNER|Yes|vvs@salaun-autocars.com|0033 4 94009191|6|7|53|La Crau||||France|43.1409505|6.0426934|||||||||||||||||||||
Pineau Voyages|NO_GO_PARTNER|Yes|loick.morand@voyages-pineau.com|00 33 (0)2 40 87 32 18|50|7|93|Puceul||||France|47.5244036|-1.6434541|||||||||||||||||||||
Kofahl Reisen GbR|CHARTER_PARTNER_CANDIDATE|No|mietwagen@kofahl-reisen.de|+49 381 - 7690610|0|0|0|Zentrale|Gewerbeallee|18107|Rostock|Germany|54.1535132|12.0029283|||||||||||||||||||||
Oelker - Reisen|EX_PARTNER|No|alfred.oelker@yahoo.com|05065-442976|0|0|0|Zentrale|Gronauerstraße|31079|Sibbesse|Germany|52.06679|9.8875713|||||||||||||||||||||
Baspi Bus|CHARTER_PARTNER|Yes|info@baspibus.com|00390552399999|8|5|59|Firenze|Via Stazione delle Cascine|50145|Firenze|Italy|43.793026|11.19892|||||||||||||||||||||
Engelmann Reisen|CHARTER_PARTNER_CANDIDATE|No|kontakt@engelmann-reisen.de|0371 - 30 13 34|0|0|0|Zentrale|Limbacher Straße|09116|Chemnitz|Germany|50.8362|12.8901113|||||||||||||||||||||
Ramsbrock Busreisen|CHARTER_PARTNER|Yes|ramsbrock-touristik@t-online.de|06105 25964|6|48|55|Zentrale|Gerauer Str.|64546|Mörfelden-Walldorf|Germany|49.97059|8.5647813|||||||||||||||||||||
Bustouristik Happyday|CHARTER_PARTNER|No|sascha@happyday-hanke.de|+4915164364445|22|8|91|Depot|Weißgerbergraben|93047|Regensburg|Germany|49.0215533|12.0882566|Happyday Bustouristik|Böttgerstraße|95615|Marktredwitz|Germany|50.013586|12.098018||||||||||||||
Wolf-Reisen Halberstadt|CHARTER_PARTNER|No|wolfreisen@gmx.de|03941-602150|0|22|0|Zentrale|Nachbars Wiesenweg|38820|Halberstadt|Germany|51.89004|11.0341413|||||||||||||||||||||
Berg Reisebus- Omnibusbetrieb|CHARTER_PARTNER_CANDIDATE|No|omnibus@berg-luebeck.de|0049 451 894 488|40|0|0|Berg|Schwertfegerstr.|23556|Lübeck|Germany|53.8698323|10.6832452|||||||||||||||||||||
Mayer GmbH|EX_PARTNER|No|bustouristik@reisen-mit-mayer.de|062231364|0|15|55|Neckargemünd|Brunnacker|69151|Neckargemünd|Germany|49.397152|8.8284593|||||||||||||||||||||
S&F Tours|CHARTER_PARTNER_CANDIDATE|No|info@sftours.de|0 62 03 - 1 60 60|5|8|50|Ladenburg|Daimlerstraße|68526|Ladenburg|Germany|49.47678|8.5917813|||||||||||||||||||||
